serialNo,tdmRequirement,scenario,customerCode,orderReference,pickUpFacilityCode,deliveryFacilityCode,carrierCode,vendorCode,driverDispatched
884,addVendorInvoice,common884,ERTEST,ENAVTEST05051883,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
885,addVendorInvoice,common885,ERTEST,ENAVTEST05051884,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
886,addVendorInvoice,common886,ERTEST,ENAVTEST05051885,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
887,addVendorInvoice,common887,ERTEST,ENAVTEST05051886,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
888,addVendorInvoice,common888,ERTEST,ENAVTEST05051887,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
889,addVendorInvoice,common889,ERTEST,ENAVTEST05051888,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
890,addVendorInvoice,common890,ERTEST,ENAVTEST05051889,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
891,addVendorInvoice,common891,ERTEST,ENAVTEST05051890,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
892,addVendorInvoice,common892,ERTEST,ENAVTEST05051891,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
893,addVendorInvoice,common893,ERTEST,ENAVTEST05051892,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
894,addVendorInvoice,common894,ERTEST,ENAVTEST05051893,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
895,addVendorInvoice,common895,ERTEST,ENAVTEST05051894,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
896,addVendorInvoice,common896,ERTEST,ENAVTEST05051895,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
897,addVendorInvoice,common897,ERTEST,ENAVTEST05051896,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
898,addVendorInvoice,common898,ERTEST,ENAVTEST05051897,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
899,addVendorInvoice,common899,ERTEST,ENAVTEST05051898,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
900,addVendorInvoice,common900,ERTEST,ENAVTEST05051899,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
901,addVendorInvoice,common901,ERTEST,ENAVTEST05051900,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
902,addVendorInvoice,common902,ERTEST,ENAVTEST05051901,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
903,addVendorInvoice,common903,ERTEST,ENAVTEST05051902,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
904,addVendorInvoice,common904,ERTEST,ENAVTEST05051903,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
905,addVendorInvoice,common905,ERTEST,ENAVTEST05051904,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
906,addVendorInvoice,common906,ERTEST,ENAVTEST05051905,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
907,addVendorInvoice,common907,ERTEST,ENAVTEST05051906,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
908,addVendorInvoice,common908,ERTEST,ENAVTEST05051907,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
909,addVendorInvoice,common909,ERTEST,ENAVTEST05051908,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
910,addVendorInvoice,common910,ERTEST,ENAVTEST05051909,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
911,addVendorInvoice,common911,ERTEST,ENAVTEST05051910,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
912,addVendorInvoice,common912,ERTEST,ENAVTEST05051911,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
913,addVendorInvoice,common913,ERTEST,ENAVTEST05051912,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
914,addVendorInvoice,common914,ERTEST,ENAVTEST05051913,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
915,addVendorInvoice,common915,ERTEST,ENAVTEST05051914,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
916,addVendorInvoice,common916,ERTEST,ENAVTEST05051915,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
917,addVendorInvoice,common917,ERTEST,ENAVTEST05051916,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
918,addVendorInvoice,common918,ERTEST,ENAVTEST05051917,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
919,addVendorInvoice,common919,ERTEST,ENAVTEST05051918,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
920,addVendorInvoice,common920,ERTEST,ENAVTEST05051919,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
921,addVendorInvoice,common921,ERTEST,ENAVTEST05051920,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
922,addVendorInvoice,common922,ERTEST,ENAVTEST05051921,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
923,addVendorInvoice,common923,ERTEST,ENAVTEST05051922,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
924,addVendorInvoice,common924,ERTEST,ENAVTEST05051923,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
925,addVendorInvoice,common925,ERTEST,ENAVTEST05051924,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
926,addVendorInvoice,common926,ERTEST,ENAVTEST05051925,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
927,addVendorInvoice,common927,ERTEST,ENAVTEST05051926,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
928,addVendorInvoice,common928,ERTEST,ENAVTEST05051927,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
929,addVendorInvoice,common929,ERTEST,ENAVTEST05051928,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
930,addVendorInvoice,common930,ERTEST,ENAVTEST05051929,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
931,addVendorInvoice,common931,ERTEST,ENAVTEST05051930,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
932,addVendorInvoice,common932,ERTEST,ENAVTEST05051931,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
933,addVendorInvoice,common933,ERTEST,ENAVTEST05051932,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
934,addVendorInvoice,common934,ERTEST,ENAVTEST05051933,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
935,addVendorInvoice,common935,ERTEST,ENAVTEST05051934,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
936,addVendorInvoice,common936,ERTEST,ENAVTEST05051935,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
937,addVendorInvoice,common937,ERTEST,ENAVTEST05051936,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
938,addVendorInvoice,common938,ERTEST,ENAVTEST05051937,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
939,addVendorInvoice,common939,ERTEST,ENAVTEST05051938,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
940,addVendorInvoice,common940,ERTEST,ENAVTEST05051939,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
941,addVendorInvoice,common941,ERTEST,ENAVTEST05051940,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
942,addVendorInvoice,common942,ERTEST,ENAVTEST05051941,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
943,addVendorInvoice,common943,ERTEST,ENAVTEST05051942,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
944,addVendorInvoice,common944,ERTEST,ENAVTEST05051943,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
945,addVendorInvoice,common945,ERTEST,ENAVTEST05051944,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
946,addVendorInvoice,common946,ERTEST,ENAVTEST05051945,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
947,addVendorInvoice,common947,ERTEST,ENAVTEST05051946,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
948,addVendorInvoice,common948,ERTEST,ENAVTEST05051947,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
949,addVendorInvoice,common949,ERTEST,ENAVTEST05051948,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
950,addVendorInvoice,common950,ERTEST,ENAVTEST05051949,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
951,addVendorInvoice,common951,ERTEST,ENAVTEST05051950,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
952,addVendorInvoice,common952,ERTEST,ENAVTEST05051951,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
953,addVendorInvoice,common953,ERTEST,ENAVTEST05051952,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
954,addVendorInvoice,common954,ERTEST,ENAVTEST05051953,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
955,addVendorInvoice,common955,ERTEST,ENAVTEST05051954,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
956,addVendorInvoice,common956,ERTEST,ENAVTEST05051955,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
957,addVendorInvoice,common957,ERTEST,ENAVTEST05051956,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
958,addVendorInvoice,common958,ERTEST,ENAVTEST05051957,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
959,addVendorInvoice,common959,ERTEST,ENAVTEST05051958,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
960,addVendorInvoice,common960,ERTEST,ENAVTEST05051959,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
961,addVendorInvoice,common961,ERTEST,ENAVTEST05051960,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
962,addVendorInvoice,common962,ERTEST,ENAVTEST05051961,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
963,addVendorInvoice,common963,ERTEST,ENAVTEST05051962,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
964,addVendorInvoice,common964,ERTEST,ENAVTEST05051963,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
965,addVendorInvoice,common965,ERTEST,ENAVTEST05051964,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
966,addVendorInvoice,common966,ERTEST,ENAVTEST05051965,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
967,addVendorInvoice,common967,ERTEST,ENAVTEST05051966,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
968,addVendorInvoice,common968,ERTEST,ENAVTEST05051967,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
969,addVendorInvoice,common969,ERTEST,ENAVTEST05051968,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
970,addVendorInvoice,common970,ERTEST,ENAVTEST05051969,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
971,addVendorInvoice,common971,ERTEST,ENAVTEST05051970,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
972,addVendorInvoice,common972,ERTEST,ENAVTEST05051971,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
973,addVendorInvoice,common973,ERTEST,ENAVTEST05051972,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
974,addVendorInvoice,common974,ERTEST,ENAVTEST05051973,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
975,addVendorInvoice,common975,ERTEST,ENAVTEST05051974,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
976,addVendorInvoice,common976,ERTEST,ENAVTEST05051975,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
977,addVendorInvoice,common977,ERTEST,ENAVTEST05051976,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
978,addVendorInvoice,common978,ERTEST,ENAVTEST05051977,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
979,addVendorInvoice,common979,ERTEST,ENAVTEST05051978,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
980,addVendorInvoice,common980,ERTEST,ENAVTEST05051979,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
981,addVendorInvoice,common981,ERTEST,ENAVTEST05051980,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
982,addVendorInvoice,common982,ERTEST,ENAVTEST05051981,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
983,addVendorInvoice,common983,ERTEST,ENAVTEST05051982,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
984,addVendorInvoice,common984,ERTEST,ENAVTEST05051983,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
985,addVendorInvoice,common985,ERTEST,ENAVTEST05051984,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
986,addVendorInvoice,common986,ERTEST,ENAVTEST05051985,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
987,addVendorInvoice,common987,ERTEST,ENAVTEST05051986,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
988,addVendorInvoice,common988,ERTEST,ENAVTEST05051987,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
989,addVendorInvoice,common989,ERTEST,ENAVTEST05051988,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
990,addVendorInvoice,common990,ERTEST,ENAVTEST05051989,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
991,addVendorInvoice,common991,ERTEST,ENAVTEST05051990,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
992,addVendorInvoice,common992,ERTEST,ENAVTEST05051991,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
993,addVendorInvoice,common993,ERTEST,ENAVTEST05051992,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
994,addVendorInvoice,common994,ERTEST,ENAVTEST05051993,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
995,addVendorInvoice,common995,ERTEST,ENAVTEST05051994,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
996,addVendorInvoice,common996,ERTEST,ENAVTEST05051995,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
997,addVendorInvoice,common997,ERTEST,ENAVTEST05051996,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
998,addVendorInvoice,common998,ERTEST,ENAVTEST05051997,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
999,addVendorInvoice,common999,ERTEST,ENAVTEST05051998,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1000,addVendorInvoice,common1000,ERTEST,ENAVTEST05051999,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1001,addVendorInvoice,common1001,ERTEST,ENAVTEST05052000,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1002,addVendorInvoice,common1002,ERTEST,ENAVTEST05052001,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1003,addVendorInvoice,common1003,ERTEST,ENAVTEST05052002,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1004,addVendorInvoice,common1004,ERTEST,ENAVTEST05052003,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1005,addVendorInvoice,common1005,ERTEST,ENAVTEST05052004,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1006,addVendorInvoice,common1006,ERTEST,ENAVTEST05052005,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1007,addVendorInvoice,common1007,ERTEST,ENAVTEST05052006,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1008,addVendorInvoice,common1008,ERTEST,ENAVTEST05052007,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1009,addVendorInvoice,common1009,ERTEST,ENAVTEST05052008,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1010,addVendorInvoice,common1010,ERTEST,ENAVTEST05052009,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1011,addVendorInvoice,common1011,ERTEST,ENAVTEST05052010,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1012,addVendorInvoice,common1012,ERTEST,ENAVTEST05052011,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1013,addVendorInvoice,common1013,ERTEST,ENAVTEST05052012,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1014,addVendorInvoice,common1014,ERTEST,ENAVTEST05052013,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1015,addVendorInvoice,common1015,ERTEST,ENAVTEST05052014,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1016,addVendorInvoice,common1016,ERTEST,ENAVTEST05052015,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1017,addVendorInvoice,common1017,ERTEST,ENAVTEST05052016,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1018,addVendorInvoice,common1018,ERTEST,ENAVTEST05052017,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1019,addVendorInvoice,common1019,ERTEST,ENAVTEST05052018,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1020,addVendorInvoice,common1020,ERTEST,ENAVTEST05052019,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1021,addVendorInvoice,common1021,ERTEST,ENAVTEST05052020,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1022,addVendorInvoice,common1022,ERTEST,ENAVTEST05052021,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1023,addVendorInvoice,common1023,ERTEST,ENAVTEST05052022,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1024,addVendorInvoice,common1024,ERTEST,ENAVTEST05052023,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1025,addVendorInvoice,common1025,ERTEST,ENAVTEST05052024,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1026,addVendorInvoice,common1026,ERTEST,ENAVTEST05052025,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1027,addVendorInvoice,common1027,ERTEST,ENAVTEST05052026,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1028,addVendorInvoice,common1028,ERTEST,ENAVTEST05052027,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1029,addVendorInvoice,common1029,ERTEST,ENAVTEST05052028,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1030,addVendorInvoice,common1030,ERTEST,ENAVTEST05052029,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1031,addVendorInvoice,common1031,ERTEST,ENAVTEST05052030,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1032,addVendorInvoice,common1032,ERTEST,ENAVTEST05052031,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1033,addVendorInvoice,common1033,ERTEST,ENAVTEST05052032,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1034,addVendorInvoice,common1034,ERTEST,ENAVTEST05052033,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1035,addVendorInvoice,common1035,ERTEST,ENAVTEST05052034,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1036,addVendorInvoice,common1036,ERTEST,ENAVTEST05052035,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1037,addVendorInvoice,common1037,ERTEST,ENAVTEST05052036,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1038,addVendorInvoice,common1038,ERTEST,ENAVTEST05052037,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1039,addVendorInvoice,common1039,ERTEST,ENAVTEST05052038,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1040,addVendorInvoice,common1040,ERTEST,ENAVTEST05052039,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1041,addVendorInvoice,common1041,ERTEST,ENAVTEST05052040,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1042,addVendorInvoice,common1042,ERTEST,ENAVTEST05052041,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1043,addVendorInvoice,common1043,ERTEST,ENAVTEST05052042,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1044,addVendorInvoice,common1044,ERTEST,ENAVTEST05052043,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1045,addVendorInvoice,common1045,ERTEST,ENAVTEST05052044,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1046,addVendorInvoice,common1046,ERTEST,ENAVTEST05052045,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1047,addVendorInvoice,common1047,ERTEST,ENAVTEST05052046,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1048,addVendorInvoice,common1048,ERTEST,ENAVTEST05052047,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1049,addVendorInvoice,common1049,ERTEST,ENAVTEST05052048,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1050,addVendorInvoice,common1050,ERTEST,ENAVTEST05052049,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1051,addVendorInvoice,common1051,ERTEST,ENAVTEST05052050,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1052,addVendorInvoice,common1052,ERTEST,ENAVTEST05052051,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1053,addVendorInvoice,common1053,ERTEST,ENAVTEST05052052,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1054,addVendorInvoice,common1054,ERTEST,ENAVTEST05052053,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1055,addVendorInvoice,common1055,ERTEST,ENAVTEST05052054,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1056,addVendorInvoice,common1056,ERTEST,ENAVTEST05052055,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1057,addVendorInvoice,common1057,ERTEST,ENAVTEST05052056,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1058,addVendorInvoice,common1058,ERTEST,ENAVTEST05052057,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1059,addVendorInvoice,common1059,ERTEST,ENAVTEST05052058,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1060,addVendorInvoice,common1060,ERTEST,ENAVTEST05052059,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1061,addVendorInvoice,common1061,ERTEST,ENAVTEST05052060,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1062,addVendorInvoice,common1062,ERTEST,ENAVTEST05052061,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1063,addVendorInvoice,common1063,ERTEST,ENAVTEST05052062,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1064,addVendorInvoice,common1064,ERTEST,ENAVTEST05052063,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1065,addVendorInvoice,common1065,ERTEST,ENAVTEST05052064,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1066,addVendorInvoice,common1066,ERTEST,ENAVTEST05052065,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1067,addVendorInvoice,common1067,ERTEST,ENAVTEST05052066,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1068,addVendorInvoice,common1068,ERTEST,ENAVTEST05052067,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1069,addVendorInvoice,common1069,ERTEST,ENAVTEST05052068,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1070,addVendorInvoice,common1070,ERTEST,ENAVTEST05052069,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1071,addVendorInvoice,common1071,ERTEST,ENAVTEST05052070,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1072,addVendorInvoice,common1072,ERTEST,ENAVTEST05052071,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1073,addVendorInvoice,common1073,ERTEST,ENAVTEST05052072,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1074,addVendorInvoice,common1074,ERTEST,ENAVTEST05052073,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1075,addVendorInvoice,common1075,ERTEST,ENAVTEST05052074,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1076,addVendorInvoice,common1076,ERTEST,ENAVTEST05052075,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1077,addVendorInvoice,common1077,ERTEST,ENAVTEST05052076,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1078,addVendorInvoice,common1078,ERTEST,ENAVTEST05052077,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1079,addVendorInvoice,common1079,ERTEST,ENAVTEST05052078,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1080,addVendorInvoice,common1080,ERTEST,ENAVTEST05052079,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1081,addVendorInvoice,common1081,ERTEST,ENAVTEST05052080,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1082,addVendorInvoice,common1082,ERTEST,ENAVTEST05052081,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1083,addVendorInvoice,common1083,ERTEST,ENAVTEST05052082,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1084,addVendorInvoice,common1084,ERTEST,ENAVTEST05052083,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1085,addVendorInvoice,common1085,ERTEST,ENAVTEST05052084,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1086,addVendorInvoice,common1086,ERTEST,ENAVTEST05052085,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1087,addVendorInvoice,common1087,ERTEST,ENAVTEST05052086,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1088,addVendorInvoice,common1088,ERTEST,ENAVTEST05052087,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1089,addVendorInvoice,common1089,ERTEST,ENAVTEST05052088,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1090,addVendorInvoice,common1090,ERTEST,ENAVTEST05052089,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1091,addVendorInvoice,common1091,ERTEST,ENAVTEST05052090,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1092,addVendorInvoice,common1092,ERTEST,ENAVTEST05052091,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1093,addVendorInvoice,common1093,ERTEST,ENAVTEST05052092,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1094,addVendorInvoice,common1094,ERTEST,ENAVTEST05052093,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1095,addVendorInvoice,common1095,ERTEST,ENAVTEST05052094,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1096,addVendorInvoice,common1096,ERTEST,ENAVTEST05052095,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1097,addVendorInvoice,common1097,ERTEST,ENAVTEST05052096,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1098,addVendorInvoice,common1098,ERTEST,ENAVTEST05052097,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1099,addVendorInvoice,common1099,ERTEST,ENAVTEST05052098,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
1100,addVendorInvoice,common1100,ERTEST,ENAVTEST05052099,FAMILYFAREOMAHA,COSTCO75236,ERICTS,,YES
